issue_title,issue_html_url,issue_pr_html_url,pr_title,bug_symptom_type,bug_symptom_detail,bug_root_cause_type,bug_root_cause_detail,repo,issue_create_date,issue_close_date,issue_duration_days,issue_comment_count,fix_change_loc,fix_change_file_count
auth.OAuthHandler should take http Request and Response,https://github.com/modelcontextprotocol/go-sdk/issues/600,https://github.com/modelcontextprotocol/go-sdk/pull/603,auth: change OAuthHandler to take http Request and Response,Execution Error,Data Validation Failure,Framework Implementation Defects,Core Functionality Logic Error,modelcontextprotocol/go-sdk,2025-10-22T21:13:33Z,2025-10-29T14:08:41Z,6.7,0,43,2
proposal: tool handler should set Content field if nil,https://github.com/modelcontextprotocol/go-sdk/issues/391,https://github.com/modelcontextprotocol/go-sdk/pull/398,mcp: set content to marshaled output,Execution Error,Documentation-Behavior Mismatch,Protocol & Specification Violations,MCP/JSON-RPC Protocol Violation,modelcontextprotocol/go-sdk,2025-09-02T11:30:06Z,2025-09-03T14:37:28Z,1.13,4,40,2
Openai components/schema support for things like enums,https://github.com/PrefectHQ/fastmcp/issues/446,https://github.com/PrefectHQ/fastmcp/pull/448,Ensure openapi defs for structured objects are loaded properly,Negotiation Failure,Discovery Failure,Protocol & Specification Violations,External Specification Handling Error,PrefectHQ/fastmcp,2025-05-14T16:37:24Z,2025-05-14T18:29:11Z,0.08,1,612,8
Incorrect 307 Temporary Redirect -> 400 Bad Request after deployment,https://github.com/PrefectHQ/fastmcp/issues/435,https://github.com/PrefectHQ/fastmcp/pull/1387,Improve redirect handling to address 307's,Negotiation Failure,Transport Layer Error,Framework Implementation Defects,Core Functionality Logic Error,PrefectHQ/fastmcp,2025-05-13T18:51:27Z,2025-08-08T15:55:31Z,86.88,20,234,9
change PromptHandler to reflect new API,https://github.com/modelcontextprotocol/go-sdk/issues/300,https://github.com/modelcontextprotocol/go-sdk/pull/348,mcp: align PromptHandler args with other handlers,Deployment Failure,Deployment Failure,Framework Implementation Defects,Type Error,modelcontextprotocol/go-sdk,2025-08-14T10:15:17Z,2025-08-22T14:44:06Z,8.19,2,16,5
Tool serializer is not passed during recursive convert content calls,https://github.com/PrefectHQ/fastmcp/issues/378,https://github.com/PrefectHQ/fastmcp/pull/379,Fix tool result serialization when the tool returns a list,Execution Error,Data Processing and Parsing Error,Framework Implementation Defects,Server-Tool Interaction Logic Error,PrefectHQ/fastmcp,2025-05-09T00:55:36Z,2025-05-09T02:30:16Z,0.07,0,30,2
String converted to integer,https://github.com/PrefectHQ/fastmcp/issues/330,https://github.com/PrefectHQ/fastmcp/pull/337,Coerce numbers to str,Execution Error,Data Validation Failure,Framework Implementation Defects,Data Processing & Validation Error,PrefectHQ/fastmcp,2025-05-05T21:46:19Z,2025-05-06T14:42:45Z,0.71,3,15,2
Make StreamableClientTransport less strict by default,https://github.com/modelcontextprotocol/go-sdk/issues/521,https://github.com/modelcontextprotocol/go-sdk/pull/524,mcp: make the streamable client transport less strict,Negotiation Failure,Transport Layer Error,Protocol & Specification Violations,MCP/JSON-RPC Protocol Violation,modelcontextprotocol/go-sdk,2025-09-24T16:17:52Z,2025-09-24T18:07:28Z,0.08,4,185,3
Server is Shutdown when hot reload (FastMCP + FastAPI),https://github.com/PrefectHQ/fastmcp/issues/296,https://github.com/PrefectHQ/fastmcp/pull/323,Add timeout-graceful-shutdown as a default config for SSE app,Execution Hang/Poor Performance,Server Component Interaction Hang,Integration & Environment Errors,Integration Failure with Frameworks,PrefectHQ/fastmcp,2025-05-02T02:49:33Z,2025-05-05T15:26:04Z,3.53,7,9,1
implement version negotiation,https://github.com/modelcontextprotocol/go-sdk/issues/103,https://github.com/modelcontextprotocol/go-sdk/pull/112,mcp: negotiate protocol version,Negotiation Failure,MCP Protocol Error,Protocol & Specification Violations,MCP/JSON-RPC Protocol Violation,modelcontextprotocol/go-sdk,2025-07-08T01:37:21Z,2025-07-10T15:06:57Z,2.56,14,89,6
[openapi] tool usage enforces 30s timeout,https://github.com/PrefectHQ/fastmcp/issues/270,https://github.com/PrefectHQ/fastmcp/pull/279,Expose configurable timeout for OpenAPI,Execution Error,Documentation-Behavior Mismatch,Framework Implementation Defects,Core Functionality Logic Error,PrefectHQ/fastmcp,2025-04-29T06:52:51Z,2025-04-30T12:40:48Z,1.24,2,80,4
No way to implement custom Transport,https://github.com/modelcontextprotocol/go-sdk/issues/110,https://github.com/modelcontextprotocol/go-sdk/pull/114,jsonrpc: expose encoding and decoding functions,Unexpected Side Effects,User Extensibility Issue,Framework Implementation Defects,Core Functionality Logic Error,modelcontextprotocol/go-sdk,2025-07-09T12:41:05Z,2025-07-14T11:01:41Z,4.93,4,130,3
Tool names have 64 character limits - OpenAPI auto-generated routes can exceed,https://github.com/PrefectHQ/fastmcp/issues/188,https://github.com/PrefectHQ/fastmcp/pull/578,Permit more flexible name generation for OpenAPI servers,Negotiation Failure,Discovery Failure,Framework Implementation Defects,Data Processing & Validation Error,PrefectHQ/fastmcp,2025-04-16T18:14:06Z,2025-05-23T22:02:47Z,37.16,0,522,6
protect against attacks from MCP server URLs,https://github.com/modelcontextprotocol/go-sdk/issues/526,https://github.com/modelcontextprotocol/go-sdk/pull/712,oauthex: validate URL schemes in auth server metadata and DCR,Unexpected Side Effects,Sensitive Data Exposure,Authentication & Authorization Defects,OAuth/JWT Protocol Violation,modelcontextprotocol/go-sdk,2025-09-25T00:08:03Z,2025-12-11T15:09:45Z,77.63,5,387,3
OAuth token exchange doesn't handle error responses returned as HTTP 200,https://github.com/modelcontextprotocol/typescript-sdk/issues/1342,https://github.com/modelcontextprotocol/typescript-sdk/pull/1343,fix: handle OAuth error responses returned with HTTP 200 status,Negotiation Failure,Authentication Failure,Authentication & Authorization Defects,Vendor/Client Implementation Inconsistency,modelcontextprotocol/typescript-sdk,2025-12-28T01:24:56Z,2026-01-26T15:13:37Z,29.58,0,64,3
cannot import name '_BaseUrl' from 'pydantic.networks',https://github.com/PrefectHQ/fastmcp/issues/39,https://github.com/PrefectHQ/fastmcp/pull/40,Remove BaseURL reference and use AnyURL,Deployment Failure,Deployment Failure,Integration & Environment Errors,Dependency Version Incompatibility,PrefectHQ/fastmcp,2024-12-02T17:09:42Z,2024-12-02T17:56:31Z,0.03,3,31,1
send() should use StreamableHTTPError instead of plain Error for HTTP errors,https://github.com/modelcontextprotocol/typescript-sdk/issues/1176,https://github.com/modelcontextprotocol/typescript-sdk/pull/1178,fix(client): use StreamableHTTPError instead of plain Error in send(),Negotiation Failure,Transport Layer Error,Framework Implementation Defects,Error/Exception Handling Defect,modelcontextprotocol/typescript-sdk,2025-11-27T01:47:36Z,2025-11-28T13:09:08Z,1.47,2,4,2
Please update github readme,https://github.com/modelcontextprotocol/typescript-sdk/issues/73,https://github.com/modelcontextprotocol/typescript-sdk/pull/75,"Declare capabilities, fix imports in README examples",Deployment Failure,Deployment Failure,Documentation & Usability Defects,Outdated or Erroneous Documentation,modelcontextprotocol/typescript-sdk,2024-11-27T15:38:41Z,2024-11-27T16:37:48Z,0.04,0,14,1
Issue with AudioContent Struct MarshalJSON,https://github.com/modelcontextprotocol/go-sdk/issues/641,https://github.com/modelcontextprotocol/go-sdk/pull/660,docs: document non-pointer receiver for AudioContent,Unexpected Side Effects,User Extensibility Issue,Framework Implementation Defects,Type Error,modelcontextprotocol/go-sdk,2025-11-16T10:04:14Z,2025-11-26T15:27:33Z,10.22,3,6,2
"jsonschema reporting type ""object"" that should be ""string"" for nested time.Time struct",https://github.com/modelcontextprotocol/go-sdk/issues/467,https://github.com/modelcontextprotocol/go-sdk/pull/470,mcp: add an example customizing a nested type schema,Negotiation Failure,Discovery Failure,Framework Implementation Defects,Data Processing & Validation Error,modelcontextprotocol/go-sdk,2025-09-16T02:48:27Z,2025-09-17T01:34:28Z,0.95,5,93,1
update typescript auth example to demonstrate RFC 8707 resource parameter validation,https://github.com/modelcontextprotocol/typescript-sdk/issues/635,https://github.com/modelcontextprotocol/typescript-sdk/pull/638,RFC 8707 Resource Indicators Implementation,Unexpected Side Effects,Unauthorized Access,Authentication & Authorization Defects,OAuth/JWT Protocol Violation,modelcontextprotocol/typescript-sdk,2025-06-16T14:41:16Z,2025-06-18T16:34:39Z,2.08,0,539,16
Add Redirect URL to Client Auth when Exchanging Token,https://github.com/modelcontextprotocol/typescript-sdk/issues/225,https://github.com/modelcontextprotocol/typescript-sdk/pull/222,Correctly pass redirect_uri to tokens call,Negotiation Failure,Authentication Failure,Authentication & Authorization Defects,OAuth/JWT Protocol Violation,modelcontextprotocol/typescript-sdk,2025-03-26T22:09:56Z,2025-03-28T15:51:04Z,1.74,0,22,2
"MIME type validation regex doesn't support parameters (e.g., text/html;profile=mcp-app)",https://github.com/modelcontextprotocol/python-sdk/issues/1754,https://github.com/modelcontextprotocol/python-sdk/pull/1755,fix: allow MIME type parameters in resource validation (RFC 2045),Deployment Failure,Deployment Failure,Protocol & Specification Violations,External Specification Handling Error,modelcontextprotocol/python-sdk,2025-12-09T14:27:32Z,2025-12-09T14:56:41Z,0.02,1,72,2
Cursors are not sent to the server correctly,https://github.com/modelcontextprotocol/python-sdk/issues/735,https://github.com/modelcontextprotocol/python-sdk/pull/745,fix: Pass cursor parameter to server,Execution Error,Data Processing and Parsing Error,Protocol & Specification Violations,MCP/JSON-RPC Protocol Violation,modelcontextprotocol/python-sdk,2025-05-16T13:46:06Z,2025-05-21T21:27:08Z,5.32,0,379,5
Relax SSE connection response handling,https://github.com/modelcontextprotocol/go-sdk/issues/610,https://github.com/modelcontextprotocol/go-sdk/pull/611,mcp: relax SSE connection response handling in non-strict mode,Negotiation Failure,Transport Layer Error,Protocol & Specification Violations,Communication Transport Layer Issue,modelcontextprotocol/go-sdk,2025-10-29T15:45:19Z,2025-11-03T15:12:30Z,4.98,2,21,2
"OAuthMetadata as define is too restrivtive, hence produces a ValidationError",https://github.com/modelcontextprotocol/python-sdk/issues/814,https://github.com/modelcontextprotocol/python-sdk/pull/879,relax validation,Negotiation Failure,Authentication Failure,Authentication & Authorization Defects,Vendor/Client Implementation Inconsistency,modelcontextprotocol/python-sdk,2025-05-27T14:16:54Z,2025-06-09T18:21:03Z,13.17,1,75,4
Multiple bugs in `mcp` library related to async context management,https://github.com/modelcontextprotocol/python-sdk/issues/1095,https://github.com/IvanGorbunov/project-graph-memory-mcp/pull/81,fix: apply MCP responder patch to fix context manager warning,Negotiation Failure,MCP Protocol Error,Framework Implementation Defects,Error/Exception Handling Defect,modelcontextprotocol/python-sdk,2025-07-06T09:28:14Z,2025-07-06T09:39:50Z,0.01,3,132,3
Inconsistent newlines in mcp logging,https://github.com/modelcontextprotocol/go-sdk/issues/540,https://github.com/modelcontextprotocol/go-sdk/pull/541,mcp: fix inconsistent logging new lines,Unexpected Side Effects,User Extensibility Issue,Documentation & Usability Defects,Insufficient Logging & Debugging Info,modelcontextprotocol/go-sdk,2025-09-29T18:01:55Z,2025-09-29T18:19:07Z,0.01,0,4,1
Client requests hang forever if server dies,https://github.com/modelcontextprotocol/python-sdk/issues/332,https://github.com/modelcontextprotocol/python-sdk/pull/333,send errors to pending requests if server closes,Execution Hang/Poor Performance,Connection Hang,Framework Implementation Defects,Error/Exception Handling Defect,modelcontextprotocol/python-sdk,2025-03-20T14:05:49Z,2025-05-27T21:55:28Z,68.33,3,72,3
AttributeError: 'JSONRPCMessage' object has no attribute 'message' in MCP 1.4.0,https://github.com/modelcontextprotocol/python-sdk/issues/280,https://github.com/modelcontextprotocol/python-sdk/pull/282,"Revert ""refactor: reorganize message handling for better type safety and clarity""",Negotiation Failure,MCP Protocol Error,Framework Implementation Defects,Core Functionality Logic Error,modelcontextprotocol/python-sdk,2025-03-14T00:51:07Z,2025-03-14T09:50:47Z,0.37,8,434,17
Cannot find reference 'MCPServer' in 'mcp.server.mcpserver'  in Quickstart code,https://github.com/modelcontextprotocol/python-sdk/issues/1970,https://github.com/modelcontextprotocol/python-sdk/pull/1971,fix: revert README to v1.x documentation on main,Deployment Failure,Deployment Failure,Documentation & Usability Defects,Outdated or Erroneous Documentation,modelcontextprotocol/python-sdk,2026-01-28T21:44:05Z,2026-01-29T20:03:03Z,0.93,3,2950,7
Proposal: Add AddToolForType for Runtime Type Support,https://github.com/modelcontextprotocol/go-sdk/issues/371,https://github.com/modelcontextprotocol/go-sdk/pull/408,mcp: validate user-provided output schemas,Execution Error,Silent Error,Framework Implementation Defects,Server-Tool Interaction Logic Error,modelcontextprotocol/go-sdk,2025-08-25T19:38:24Z,2025-09-04T18:04:28Z,9.93,6,62,3
OAuth2: Protected-resource URL passed as scope instead of parsed scope,https://github.com/modelcontextprotocol/python-sdk/issues/1630,https://github.com/modelcontextprotocol/python-sdk/pull/1631,fix get_client_metadata_scopes on 401,Negotiation Failure,Authentication Failure,Authentication & Authorization Defects,OAuth/JWT Protocol Violation,modelcontextprotocol/python-sdk,2025-11-15T16:19:48Z,2025-11-16T17:18:51Z,1.04,0,168,2
`RuntimeError: Task group is not initialized` in the simplest possible MCP server with default config,https://github.com/modelcontextprotocol/python-sdk/issues/838,https://github.com/SharkyND/mcp-atlassian/pull/11,feat: Update fastmcp compatibility,Negotiation Failure,Transport Layer Error,Framework Implementation Defects,Error/Exception Handling Defect,modelcontextprotocol/python-sdk,2025-05-29T14:26:49Z,2025-07-09T15:10:32Z,41.03,4,995,11
Transport type naming inconsistency: `streamable_http` in example vs `streamable-http` in spec and other SDKs,https://github.com/modelcontextprotocol/python-sdk/issues/1386,https://github.com/modelcontextprotocol/python-sdk/pull/1389,Use streamable-http consistently in examples,Negotiation Failure,MCP Protocol Error,Documentation & Usability Defects,Outdated or Erroneous Documentation,modelcontextprotocol/python-sdk,2025-09-22T04:20:06Z,2025-09-23T19:19:16Z,1.62,0,12,3
resourceTemplate do not - but do actually work in Python SDK v1.2.0,https://github.com/modelcontextprotocol/python-sdk/issues/129,https://github.com/modelcontextprotocol/python-sdk/pull/137,fix: #129 resource template handling in FastMCP server,Negotiation Failure,MCP Protocol Error,Framework Implementation Defects,Server-Tool Interaction Logic Error,modelcontextprotocol/python-sdk,2025-01-04T14:34:54Z,2025-01-06T20:02:45Z,2.23,6,102,6
CancelledError causes duplicate response and server crash,https://github.com/modelcontextprotocol/python-sdk/issues/1152,https://github.com/modelcontextprotocol/python-sdk/pull/1153,server: skip duplicate response on CancelledError,Connection Termination,Connection Termination,Framework Implementation Defects,Error/Exception Handling Defect,modelcontextprotocol/python-sdk,2025-07-16T10:27:09Z,2025-07-25T09:16:15Z,8.95,1,117,2
Simple Auth Client Example refers to a non existing server project script,https://github.com/modelcontextprotocol/python-sdk/issues/1202,https://github.com/modelcontextprotocol/python-sdk/pull/1829,docs: fix simple-auth README references to non-existent scripts,Deployment Failure,Deployment Failure,Documentation & Usability Defects,Outdated or Erroneous Documentation,modelcontextprotocol/python-sdk,2025-07-26T16:03:10Z,2026-01-08T14:45:32Z,165.95,1,77,2
New JSON Schema Requirement Bumps with LiteLLM,https://github.com/modelcontextprotocol/python-sdk/issues/1029,https://github.com/modelcontextprotocol/python-sdk/pull/1037,unpin jsonschema version,Deployment Failure,Deployment Failure,Integration & Environment Errors,Dependency Version Incompatibility,modelcontextprotocol/python-sdk,2025-06-25T18:12:50Z,2025-06-26T12:28:16Z,0.76,1,4,2
Protected Resource Metadata request failed: 404,https://github.com/modelcontextprotocol/python-sdk/issues/1495,https://github.com/modelcontextprotocol/python-sdk/pull/1624,Fix OAuth discovery fallback and URL ordering,Negotiation Failure,Discovery Failure,Authentication & Authorization Defects,Incomplete Authentication Flow,modelcontextprotocol/python-sdk,2025-10-18T15:29:36Z,2025-11-13T19:37:25Z,26.17,4,360,3
